scheme,request_id,correct,plaintext_decision,encrypted_decision,encryption_time,decryption_time,total_time,cpu_start,cpu_end,ram_start,ram_end,ciphertext_size,payload_size
CKKS-proposed,6,True,inside,inside,0.0046122074127197266,2.384185791015625e-07,0.44574427604675293,5.3,6.1,136.09765625,145.125,324488,8525523
CKKS-proposed,7,True,inside,inside,0.00456690788269043,2.384185791015625e-07,0.44336724281311035,0.0,0.0,136.9921875,144.2265625,324488,8525523
CKKS-proposed,8,True,inside,inside,0.004163980484008789,2.384185791015625e-07,0.43661975860595703,0.0,2.2,136.09765625,145.125,324488,8525523
CKKS-proposed,9,True,inside,inside,0.004166364669799805,0.0,0.4901092052459717,0.8,1.0,136.9921875,144.23046875,324488,8525523
CKKS-optimized,5.626,1.777,0.563,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.0048825740814208984,2.384185791015625e-07,0.447737455368042,2.0,1.3,137.453125,146.37890625,324628,8525663
CKKS-proposed,1,True,inside,inside,0.004770994186401367,4.76837158203125e-07,0.45746445655822754,1.9,0.9,137.76171875,143.84765625,324628,8525663
CKKS-proposed,2,True,inside,inside,0.005289316177368164,2.384185791015625e-07,0.4536614418029785,0.0,1.0,135.72265625,144.98046875,324628,8525663
CKKS-proposed,3,True,inside,inside,0.004177570343017578,2.384185791015625e-07,0.45476508140563965,0.9,0.0,136.84765625,143.9296875,324628,8525663
CKKS-proposed,4,True,inside,inside,0.003925800323486328,2.384185791015625e-07,0.440371036529541,0.0,0.9,135.80078125,144.984375,324628,8525663
CKKS-proposed,5,True,inside,inside,0.004307746887207031,4.76837158203125e-07,0.4665241241455078,3.6,1.1,136.8515625,143.9296875,324628,8525663
CKKS-proposed,6,True,inside,inside,0.004142284393310547,4.76837158203125e-07,0.4685242176055908,0.0,0.0,135.8046875,144.98828125,324628,8525663
CKKS-proposed,7,True,inside,inside,0.0037698745727539062,2.384185791015625e-07,0.43847060203552246,0.0,0.0,136.85546875,143.93359375,324628,8525663
CKKS-proposed,8,True,inside,inside,0.004551410675048828,2.384185791015625e-07,0.4465162754058838,1.9,0.0,135.8046875,144.9921875,324628,8525663
CKKS-proposed,9,True,inside,inside,0.004170894622802734,2.384185791015625e-07,0.4617624282836914,0.0,5.4,136.859375,143.9375,324628,8525663
CKKS-optimized,5.56,1.799,0.556,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.005905866622924805,2.384185791015625e-07,0.44796013832092285,1.0,0.0,139.70703125,146.625,324348,8525383
CKKS-proposed,1,True,inside,inside,0.005905866622924805,2.384185791015625e-07,0.45773768424987793,2.0,0.0,138.0625,143.984375,324348,8525383
CKKS-proposed,2,True,inside,inside,0.004540205001831055,2.384185791015625e-07,0.483074426651001,1.1,0.0,135.85546875,145.16015625,324348,8525383
CKKS-proposed,3,True,inside,inside,0.004190206527709961,2.384185791015625e-07,0.4418506622314453,1.1,1.1,137.02734375,144.02734375,324348,8525383
CKKS-proposed,4,True,inside,inside,0.0042400360107421875,7.152557373046875e-07,0.45711231231689453,0.0,1.1,135.8984375,145.08203125,324348,8525383
CKKS-proposed,5,True,inside,inside,0.004007101058959961,2.384185791015625e-07,0.4512019157409668,0.0,2.0,136.94921875,144.02734375,324348,8525383
CKKS-proposed,6,True,inside,inside,0.0039196014404296875,2.384185791015625e-07,0.4441835880279541,0.0,1.9,135.8984375,145.0859375,324348,8525383
CKKS-proposed,7,True,inside,inside,0.0042951107025146484,2.384185791015625e-07,0.4409961700439453,0.0,0.0,136.953125,144.03125,324348,8525383
CKKS-proposed,8,True,inside,inside,0.004122257232666016,2.384185791015625e-07,0.4519839286804199,0.0,0.0,135.90234375,145.0859375,324348,8525383
CKKS-proposed,9,True,inside,inside,0.0049877166748046875,2.384185791015625e-07,0.4465646743774414,0.0,0.0,136.953125,144.03125,324348,8525383
CKKS-optimized,5.547,1.803,0.555,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.005432844161987305,4.76837158203125e-07,0.4533524513244629,1.0,0.0,137.578125,146.62109375,324428,8525463
CKKS-proposed,1,True,inside,inside,0.005088329315185547,2.384185791015625e-07,0.4489867687225342,0.0,1.0,138.23828125,144.04296875,324428,8525463
CKKS-proposed,2,True,inside,inside,0.004744529724121094,4.76837158203125e-07,0.44313955307006836,1.0,0.0,135.9140625,145.09765625,324428,8525463
CKKS-proposed,3,True,inside,inside,0.0037322044372558594,4.76837158203125e-07,0.4536430835723877,0.0,0.0,136.96484375,144.04296875,324428,8525463
CKKS-proposed,4,True,inside,inside,0.004144430160522461,2.384185791015625e-07,0.4849274158477783,3.4,2.2,135.9140625,145.09765625,324428,8525463
CKKS-proposed,5,True,inside,inside,0.00411534309387207,4.76837158203125e-07,0.4477427005767822,0.0,2.3,136.96484375,144.04296875,324428,8525463
CKKS-proposed,6,True,inside,inside,0.00496673583984375,2.384185791015625e-07,0.515141487121582,0.0,0.0,135.9140625,145.1015625,324428,8525463
CKKS-proposed,7,True,inside,inside,0.0037360191345214844,2.384185791015625e-07,0.4451637268066406,0.0,0.9,136.96875,144.046875,324428,8525463
CKKS-proposed,8,True,inside,inside,0.004147052764892578,4.76837158203125e-07,0.45516085624694824,0.0,1.2,135.91796875,145.1015625,324428,8525463
CKKS-proposed,9,True,inside,inside,0.004253864288330078,0.0,0.47910261154174805,0.0,0.0,136.96875,144.046875,324428,8525463
CKKS-optimized,5.651,1.769,0.565,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.0059163570404052734,2.384185791015625e-07,0.5043785572052002,1.9,0.0,139.859375,146.66796875,324636,8525671
CKKS-proposed,1,True,inside,inside,0.005385875701904297,2.384185791015625e-07,0.4571723937988281,1.0,0.0,138.109375,143.87109375,324636,8525671
CKKS-proposed,2,True,inside,inside,0.004607200622558594,2.384185791015625e-07,0.4421732425689697,0.9,0.0,135.7421875,145.06640625,324636,8525671
CKKS-proposed,3,True,inside,inside,0.0038237571716308594,4.76837158203125e-07,0.49180006980895996,2.9,0.0,136.93359375,144.01171875,324636,8525671
CKKS-proposed,4,True,inside,inside,0.004960775375366211,0.0,0.454761266708374,1.0,2.8,135.88671875,145.046875,324636,8525671
CKKS-proposed,5,True,inside,inside,0.003890514373779297,4.76837158203125e-07,0.4474358558654785,1.0,1.9,136.9140625,143.9921875,324636,8525671
CKKS-proposed,6,True,inside,inside,0.0042421817779541016,2.384185791015625e-07,0.44712233543395996,0.0,1.0,135.86328125,145.046875,324636,8525671
CKKS-proposed,7,True,inside,inside,0.003706693649291992,2.384185791015625e-07,0.46160435676574707,0.0,1.0,136.9140625,143.9921875,324636,8525671
CKKS-proposed,8,True,inside,inside,0.004239320755004883,2.384185791015625e-07,0.44648170471191406,0.0,0.0,135.86328125,145.046875,324636,8525671
CKKS-proposed,9,True,inside,inside,0.004775524139404297,4.76837158203125e-07,0.4610755443572998,0.0,1.1,136.9140625,143.9921875,324636,8525671
CKKS-optimized,5.64,1.773,0.564,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.004996538162231445,2.384185791015625e-07,0.4454054832458496,2.9,0.9,137.69921875,146.73828125,324468,8525503
CKKS-proposed,1,True,inside,inside,0.005331754684448242,0.0,0.4511384963989258,1.0,1.9,138.35546875,143.95703125,324468,8525503
CKKS-proposed,2,True,inside,inside,0.003924846649169922,2.384185791015625e-07,0.44501829147338867,0.0,0.0,135.83203125,145.5859375,324468,8525503
CKKS-proposed,3,True,inside,inside,0.004497528076171875,2.384185791015625e-07,0.44760584831237793,2.9,0.0,137.453125,144.53125,324468,8525503
CKKS-proposed,4,True,inside,inside,0.003944873809814453,2.384185791015625e-07,0.4306457042694092,0.9,0.0,136.40234375,145.59375,324468,8525503
CKKS-proposed,5,True,inside,inside,0.0037043094635009766,2.384185791015625e-07,0.45548486709594727,0.0,0.0,137.4609375,144.5390625,324468,8525503
CKKS-proposed,6,True,inside,inside,0.003968477249145508,2.384185791015625e-07,0.44882750511169434,0.0,1.1,136.41015625,145.59375,324468,8525503
CKKS-proposed,7,True,inside,inside,0.0037665367126464844,2.384185791015625e-07,0.43636202812194824,0.0,0.0,137.4609375,144.5390625,324468,8525503
CKKS-proposed,8,True,inside,inside,0.004513978958129883,2.384185791015625e-07,0.48688769340515137,0.0,0.0,136.41015625,145.59375,324468,8525503
CKKS-proposed,9,True,inside,inside,0.0038030147552490234,0.0,0.4669044017791748,0.0,0.0,137.4609375,144.5390625,324468,8525503
CKKS-optimized,5.539,1.805,0.554,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.005629062652587891,2.384185791015625e-07,0.43974971771240234,0.0,1.0,139.71875,146.625,324680,8525715
CKKS-proposed,1,True,inside,inside,0.005365848541259766,4.76837158203125e-07,0.45380401611328125,1.8,5.2,138.046875,143.72265625,324680,8525715
CKKS-proposed,2,True,inside,inside,0.003799915313720703,2.384185791015625e-07,0.4685509204864502,2.0,0.0,135.59765625,145.08203125,324680,8525715
CKKS-proposed,3,True,inside,inside,0.003874540328979492,0.0,0.5017948150634766,0.0,0.0,136.94921875,144.02734375,324680,8525715
CKKS-proposed,4,True,inside,inside,0.004619598388671875,2.384185791015625e-07,0.4612429141998291,0.0,0.0,135.8984375,145.08203125,324680,8525715
CKKS-proposed,5,True,inside,inside,0.0037200450897216797,4.76837158203125e-07,0.47295212745666504,1.0,0.0,136.94921875,144.02734375,324680,8525715
CKKS-proposed,6,True,inside,inside,0.004355192184448242,2.384185791015625e-07,0.44626498222351074,0.0,0.0,135.8984375,145.08203125,324680,8525715
CKKS-proposed,7,True,inside,inside,0.004016876220703125,0.0,0.4308590888977051,0.0,2.9,136.94921875,144.02734375,324680,8525715
CKKS-proposed,8,True,inside,inside,0.004072427749633789,2.384185791015625e-07,0.4485900402069092,0.0,1.0,135.8984375,145.08203125,324680,8525715
CKKS-proposed,9,True,inside,inside,0.0036191940307617188,2.384185791015625e-07,0.4484889507293701,1.8,0.0,136.94921875,144.02734375,324680,8525715
CKKS-optimized,5.599,1.786,0.56,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.0057103633880615234,2.384185791015625e-07,0.45337748527526855,3.0,2.8,137.63671875,146.75,324604,8525639
CKKS-proposed,1,True,inside,inside,0.006413459777832031,7.152557373046875e-07,0.4972963333129883,0.0,0.0,138.3671875,144.05859375,324604,8525639
CKKS-proposed,2,True,inside,inside,0.0040400028228759766,2.384185791015625e-07,0.46088719367980957,1.0,0.0,135.9296875,145.11328125,324604,8525639
CKKS-proposed,3,True,inside,inside,0.004102230072021484,2.384185791015625e-07,0.44599103927612305,2.0,0.0,136.98046875,144.05859375,324604,8525639
CKKS-proposed,4,True,inside,inside,0.004168033599853516,2.384185791015625e-07,0.45258498191833496,2.9,0.0,135.9296875,145.11328125,324604,8525639
CKKS-proposed,5,True,inside,inside,0.0036852359771728516,0.0,0.4434671401977539,0.0,1.1,136.98046875,144.05859375,324604,8525639
CKKS-proposed,6,True,inside,inside,0.004231929779052734,4.76837158203125e-07,0.49465394020080566,1.1,0.0,135.9296875,145.11328125,324604,8525639
CKKS-proposed,7,True,inside,inside,0.004186391830444336,2.384185791015625e-07,0.4411160945892334,0.0,0.0,136.98046875,144.05859375,324604,8525639
CKKS-proposed,8,True,inside,inside,0.004119157791137695,4.76837158203125e-07,0.4419569969177246,0.0,0.0,135.9296875,145.11328125,324604,8525639
CKKS-proposed,9,True,inside,inside,0.0038521289825439453,2.384185791015625e-07,0.4541299343109131,1.1,1.0,136.98046875,144.05859375,324604,8525639
CKKS-optimized,5.61,1.782,0.561,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.005750894546508789,2.384185791015625e-07,0.44592905044555664,2.4,0.0,139.7578125,146.75390625,324592,8525627
CKKS-proposed,1,True,inside,inside,0.006179094314575195,4.76837158203125e-07,0.4585435390472412,0.0,2.9,138.19140625,144.38671875,324592,8525627
CKKS-proposed,2,True,inside,inside,0.004210710525512695,2.384185791015625e-07,0.43987393379211426,1.8,2.1,136.2578125,145.58203125,324592,8525627
CKKS-proposed,3,True,inside,inside,0.0038137435913085938,2.384185791015625e-07,0.45970606803894043,1.0,0.0,137.44921875,144.53125,324592,8525627
CKKS-proposed,4,True,inside,inside,0.00513005256652832,2.384185791015625e-07,0.4292433261871338,0.0,0.0,136.40234375,145.58984375,324592,8525627
CKKS-proposed,5,True,inside,inside,0.003986835479736328,2.384185791015625e-07,0.43797874450683594,0.0,0.0,137.45703125,144.53515625,324592,8525627
CKKS-proposed,6,True,inside,inside,0.0041561126708984375,2.384185791015625e-07,0.44720458984375,0.0,1.1,136.40625,145.58984375,324592,8525627
CKKS-proposed,7,True,inside,inside,0.0035729408264160156,4.76837158203125e-07,0.4457824230194092,0.0,0.0,137.45703125,144.53515625,324592,8525627
CKKS-proposed,8,True,inside,inside,0.00452423095703125,2.384185791015625e-07,0.4412851333618164,2.1,1.1,136.40625,145.58984375,324592,8525627
CKKS-proposed,9,True,inside,inside,0.004097461700439453,2.384185791015625e-07,0.501880407333374,5.1,0.0,137.45703125,144.53515625,324592,8525627
CKKS-optimized,5.531,1.808,0.553,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.005243778228759766,0.0,0.46152400970458984,1.8,0.0,137.6796875,146.7421875,324496,8525531
CKKS-proposed,1,True,inside,inside,0.004883766174316406,2.384185791015625e-07,0.4527599811553955,2.2,1.0,138.359375,144.52734375,324496,8525531
CKKS-proposed,2,True,inside,inside,0.00397491455078125,2.384185791015625e-07,0.4339885711669922,0.0,0.0,136.3984375,145.58203125,324496,8525531
CKKS-proposed,3,True,inside,inside,0.00404810905456543,0.0,0.46317481994628906,8.2,7.0,137.44921875,144.52734375,324496,8525531
CKKS-proposed,4,True,inside,inside,0.004652500152587891,2.384185791015625e-07,0.45999860763549805,7.2,5.2,136.3984375,145.58203125,324496,8525531
CKKS-proposed,5,True,inside,inside,0.003920555114746094,4.76837158203125e-07,0.4688713550567627,3.1,4.5,137.44921875,144.52734375,324496,8525531
CKKS-proposed,6,True,inside,inside,0.004666328430175781,2.384185791015625e-07,0.45250749588012695,3.0,0.9,136.3984375,145.58203125,324496,8525531
CKKS-proposed,7,True,inside,inside,0.004776954650878906,4.76837158203125e-07,0.45125842094421387,0.0,4.4,137.44921875,144.52734375,324496,8525531
CKKS-proposed,8,True,inside,inside,0.0042078495025634766,2.384185791015625e-07,0.44524550437927246,0.0,0.0,136.3984375,145.58203125,324496,8525531
CKKS-proposed,9,True,inside,inside,0.004182100296020508,2.384185791015625e-07,0.443373441696167,2.1,1.0,137.44921875,144.52734375,324496,8525531
CKKS-optimized,5.556,1.8,0.556,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.006102800369262695,4.76837158203125e-07,0.4628896713256836,1.2,0.0,139.71875,146.6640625,324716,8525751
CKKS-proposed,1,True,inside,inside,0.005757331848144531,2.384185791015625e-07,0.4572746753692627,1.8,0.0,138.2109375,144.4921875,324716,8525751
CKKS-proposed,2,True,inside,inside,0.00450897216796875,2.384185791015625e-07,0.44357824325561523,0.0,1.1,136.36328125,145.58984375,324716,8525751
CKKS-proposed,3,True,inside,inside,0.0040721893310546875,2.384185791015625e-07,0.44174981117248535,0.0,0.0,137.45703125,144.5390625,324716,8525751
CKKS-proposed,4,True,inside,inside,0.004213094711303711,4.76837158203125e-07,0.4939846992492676,0.0,2.0,136.41015625,145.59375,324716,8525751
CKKS-proposed,5,True,inside,inside,0.0036809444427490234,2.384185791015625e-07,0.44133949279785156,0.0,0.0,137.4609375,144.5390625,324716,8525751
CKKS-proposed,6,True,inside,inside,0.004819631576538086,2.384185791015625e-07,0.4594888687133789,0.9,0.0,136.41015625,145.59375,324716,8525751
CKKS-proposed,7,True,inside,inside,0.004027128219604492,0.0,0.44151854515075684,0.0,2.0,137.4609375,144.5390625,324716,8525751
CKKS-proposed,8,True,inside,inside,0.003922700881958008,2.384185791015625e-07,0.44362497329711914,1.9,0.0,136.41015625,145.59375,324716,8525751
CKKS-proposed,9,True,inside,inside,0.004304170608520508,2.384185791015625e-07,0.4636855125427246,0.0,0.0,137.4609375,144.5390625,324716,8525751
CKKS-optimized,5.574,1.794,0.557,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.005625724792480469,4.76837158203125e-07,0.44290924072265625,2.8,0.0,137.67578125,146.546875,324792,8525827
CKKS-proposed,1,True,inside,inside,0.004732608795166016,7.152557373046875e-07,0.5004324913024902,0.0,1.8,137.9140625,144.38671875,324792,8525827
CKKS-proposed,2,True,inside,inside,0.0049169063568115234,2.384185791015625e-07,0.4465446472167969,0.9,0.0,136.26171875,145.5859375,324792,8525827
CKKS-proposed,3,True,inside,inside,0.0042498111724853516,2.384185791015625e-07,0.4945857524871826,0.0,0.0,137.45703125,144.5390625,324792,8525827
CKKS-proposed,4,True,inside,inside,0.004250764846801758,2.384185791015625e-07,0.46548962593078613,1.0,0.0,136.41015625,145.59375,324792,8525827
CKKS-proposed,5,True,inside,inside,0.0038073062896728516,2.384185791015625e-07,0.473804235458374,0.0,1.1,137.4609375,144.5390625,324792,8525827
CKKS-proposed,6,True,inside,inside,0.0039751529693603516,7.152557373046875e-07,0.4485490322113037,0.0,0.0,136.41015625,145.59375,324792,8525827
CKKS-proposed,7,True,inside,inside,0.0048427581787109375,2.384185791015625e-07,0.4581751823425293,0.9,0.0,137.4609375,144.54296875,324792,8525827
CKKS-proposed,8,True,inside,inside,0.004292011260986328,2.384185791015625e-07,0.49066805839538574,0.0,1.1,136.4140625,145.6015625,324792,8525827
CKKS-proposed,9,True,inside,inside,0.003736257553100586,4.76837158203125e-07,0.44934654235839844,0.0,0.0,137.46875,144.546875,324792,8525827
CKKS-optimized,5.694,1.756,0.569,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.006345510482788086,2.384185791015625e-07,0.49858951568603516,2.1,0.0,139.7890625,146.67578125,324532,8525567
CKKS-proposed,1,True,inside,inside,0.007086992263793945,2.384185791015625e-07,0.4902341365814209,1.9,0.0,138.1171875,143.91796875,324532,8525567
CKKS-proposed,2,True,inside,inside,0.004111766815185547,2.384185791015625e-07,0.45128798484802246,1.0,0.0,135.79296875,145.12109375,324532,8525567
CKKS-proposed,3,True,inside,inside,0.0049591064453125,7.152557373046875e-07,0.47359442710876465,1.0,0.0,136.98828125,144.06640625,324532,8525567
CKKS-proposed,4,True,inside,inside,0.00397038459777832,2.384185791015625e-07,0.4433107376098633,0.0,0.0,135.9375,145.12109375,324532,8525567
CKKS-proposed,5,True,inside,inside,0.00439763069152832,2.384185791015625e-07,0.4523320198059082,2.1,0.0,136.98828125,144.07421875,324532,8525567
CKKS-proposed,6,True,inside,inside,0.004378557205200195,4.76837158203125e-07,0.48289036750793457,1.0,3.3,135.9453125,145.12890625,324532,8525567
CKKS-proposed,7,True,inside,inside,0.004172801971435547,2.384185791015625e-07,0.44853711128234863,0.0,0.0,136.99609375,144.07421875,324532,8525567
CKKS-proposed,8,True,inside,inside,0.0040895938873291016,2.384185791015625e-07,0.4423811435699463,2.8,0.0,135.9453125,145.12890625,324532,8525567
CKKS-proposed,9,True,inside,inside,0.0037720203399658203,2.384185791015625e-07,0.45796751976013184,0.0,0.0,136.99609375,144.07421875,324532,8525567
CKKS-optimized,5.664,1.766,0.566,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.005207538604736328,2.384185791015625e-07,0.4628472328186035,4.1,0.0,137.6484375,146.8046875,324508,8525543
CKKS-proposed,1,True,inside,inside,0.00560307502746582,2.384185791015625e-07,0.4564812183380127,0.0,2.0,138.3046875,144.515625,324508,8525543
CKKS-proposed,2,True,inside,inside,0.004195690155029297,4.76837158203125e-07,0.43432188034057617,2.5,0.0,136.38671875,145.5703125,324508,8525543
CKKS-proposed,3,True,inside,inside,0.004281282424926758,2.384185791015625e-07,0.4722929000854492,0.0,2.7,137.4375,144.515625,324508,8525543
CKKS-proposed,4,True,inside,inside,0.004422426223754883,2.384185791015625e-07,0.4399287700653076,1.0,0.0,136.38671875,145.5703125,324508,8525543
